PlayerID,G,GS,MP,PTS,TRB,AST,STL,BLK,TOV,PF
rhodeja01,4.0,0.0,3.0,1.0,1.0,0.5,0.3,0.0,0.3,0.3
rhodeja01,10.0,2.0,21.5,11.4,3.8,1.4,0.9,0.2,0.8,1.9
nowelja01,8.0,0.0,21.0,8.4,2.5,2.3,0.1,0.5,1.0,1.1
wallaca01,68.0,43.0,27.6,8.4,3.4,2.5,1.8,0.5,0.9,2.1
brownbr01,41.0,12.0,22.5,8.3,4.0,2.0,0.8,0.2,1.0,1.7
brownbr01,18.0,0.0,19.6,8.4,3.8,1.6,0.9,0.2,1.1,1.4
brownbr01,23.0,12.0,24.7,8.2,4.2,2.4,0.7,0.3,0.9,2.0
bantoda01,67.0,7.0,16.7,8.3,2.0,2.4,0.6,0.5,1.3,0.9
clarkbr01,64.0,18.0,18.9,8.3,5.1,1.0,0.8,0.6,0.6,2.3
elliske01,80.0,28.0,24.4,8.3,2.7,1.5,1.5,0.8,0.9,2.2
willibr03,33.0,3.0,14.8,8.3,1.8,2.3,0.7,0.2,1.2,1.0
conlemi01,71.0,64.0,24.7,8.2,2.6,4.5,1.1,0.2,1.1,1.6
princta02,80.0,73.0,27.1,8.2,3.6,1.9,1.0,0.2,1.0,2.1
smithja04,64.0,2.0,15.0,8.2,5.6,1.0,0.3,0.7,0.6,1.5
postqu01,42.0,14.0,16.3,8.1,3.5,1.3,0.4,0.4,0.8,2.0
watsope01,68.0,18.0,24.4,8.1,3.4,1.4,0.7,1.4,0.8,1.8
mitchda01,74.0,37.0,27.4,7.9,2.3,4.9,1.0,0.2,1.7,2.5
mitchda01,44.0,22.0,24.5,6.3,1.9,4.6,0.7,0.2,1.8,2.6
mitchda01,30.0,15.0,31.6,10.3,2.7,5.3,1.4,0.3,1.7,2.3
martica02,45.0,24.0,27.1,7.9,3.9,2.1,1.0,0.5,1.2,1.9
martica02,31.0,24.0,30.4,9.1,4.4,2.2,1.1,0.6,1.4,2.0
martica02,14.0,0.0,19.6,5.4,2.9,1.9,0.9,0.2,0.9,1.7
etienty01,7.0,0.0,21.6,7.9,1.3,1.7,0.4,0.1,1.1,2.4
sharpda01,50.0,2.0,18.1,7.9,6.6,1.8,0.8,0.8,1.3,2.3
simpskj01,36.0,15.0,23.4,7.8,3.0,3.1,0.9,0.2,1.6,1.6
mannte01,67.0,13.0,21.1,7.7,3.0,1.8,0.7,0.2,0.7,1.9
mannte01,37.0,12.0,19.8,6.0,2.9,1.6,0.8,0.3,0.7,1.8
mannte01,30.0,1.0,22.7,9.8,3.1,2.1,0.6,0.1,0.7,2.0
matkoka01,42.0,7.0,18.8,7.7,5.0,1.1,0.5,1.0,1.0,2.5
johnsaj01,29.0,11.0,22.0,7.6,2.0,2.6,0.4,0.1,1.2,1.7
johnsaj01,7.0,0.0,6.3,2.9,1.0,1.0,0.1,0.0,0.6,0.0
johnsaj01,22.0,11.0,27.0,9.1,2.4,3.1,0.5,0.1,1.4,2.3
balllo01,35.0,14.0,22.2,7.6,3.4,3.3,1.3,0.5,1.2,1.6
tshieos01,14.0,1.0,18.2,7.6,8.7,0.6,0.9,0.1,0.7,1.7
mathega01,47.0,2.0,17.7,7.5,1.9,1.3,0.6,0.3,0.7,1.7
thybuma01,15.0,5.0,20.8,7.5,3.5,1.9,2.2,0.6,0.9,0.9
greenaj01,73.0,7.0,22.7,7.4,2.4,1.5,0.5,0.1,0.5,2.2
greenjo02,68.0,67.0,27.8,7.4,2.5,1.6,1.1,0.2,1.0,2.4
holmeri01,31.0,7.0,17.2,7.4,5.7,1.4,0.3,0.7,0.7,1.6
baughda01,15.0,2.0,24.7,7.3,3.3,3.7,1.0,0.1,2.1,1.5
burksal01,49.0,14.0,17.6,7.3,2.5,1.1,0.6,0.1,0.6,0.8
councri01,73.0,12.0,17.1,7.3,2.9,1.3,0.4,0.2,0.7,0.9
drumman01,40.0,23.0,18.8,7.3,7.8,0.9,1.0,0.5,1.4,2.4
jonestr01,46.0,9.0,19.7,7.2,2.5,4.2,0.8,0.2,0.8,1.2
jonestr01,28.0,0.0,16.1,4.4,2.1,3.7,0.6,0.2,0.8,1.2
jonestr01,18.0,9.0,25.3,11.5,3.2,4.9,1.1,0.3,0.8,1.2
bitadgo01,70.0,42.0,20.4,7.2,6.6,2.0,0.7,1.4,1.0,2.1
dasiltr01,74.0,38.0,22.0,7.2,3.3,1.5,0.4,0.2,0.8,1.3
jacksgg01,29.0,3.0,15.8,7.2,3.2,1.0,0.4,0.2,1.1,1.0
krejcvi01,57.0,16.0,20.2,7.2,2.7,2.6,0.6,0.5,0.9,1.8
merrisa01,71.0,4.0,19.7,7.2,2.2,1.5,0.7,0.2,0.5,1.7
plowdda01,6.0,0.0,12.0,7.2,1.8,0.3,0.0,0.0,0.7,1.7
tomlina01,5.0,1.0,12.6,7.2,4.2,0.4,0.0,0.2,0.4,1.8
okogijo01,40.0,7.0,15.6,7.1,2.8,0.8,1.2,0.5,0.8,1.2
okogijo01,25.0,1.0,14.0,6.0,2.9,0.6,0.8,0.4,0.6,1.1
okogijo01,15.0,6.0,18.3,8.9,2.7,1.3,1.8,0.5,1.0,1.3
hoodsja01,15.0,0.0,21.0,7.1,1.8,2.5,0.3,0.5,1.2,1.7
hoodsja01,2.0,0.0,7.0,2.0,0.5,0.5,0.0,0.5,0.5,1.5
hoodsja01,13.0,0.0,23.2,7.8,2.0,2.8,0.4,0.5,1.3,1.7
battlja01,59.0,10.0,17.7,7.1,2.7,0.9,0.3,0.2,0.5,1.6
carusal01,54.0,3.0,19.3,7.1,2.9,2.5,1.6,0.6,0.7,1.9
sheadja01,75.0,11.0,19.6,7.1,1.5,4.2,0.8,0.1,1.6,2.1
dowtije01,41.0,3.0,15.1,7.0,1.5,1.9,0.6,0.3,0.4,0.7
garrema01,4.0,0.0,19.8,7.0,1.5,3.3,0.8,0.5,1.5,2.5
jacksis01,5.0,1.0,16.8,7.0,5.6,1.0,0.6,1.6,1.0,2.8
simsja01,6.0,0.0,18.7,7.0,1.0,2.0,0.5,0.2,1.3,1.7
robinor01,44.0,8.0,17.5,6.9,5.0,1.8,0.4,0.4,1.1,2.3
robinor01,9.0,0.0,6.3,2.1,1.6,1.0,0.3,0.1,0.4,0.7
robinor01,35.0,8.0,20.4,8.1,5.9,1.9,0.4,0.4,1.3,2.7
laravja01,66.0,0.0,20.4,6.9,3.9,2.4,0.9,0.3,1.3,2.0
laravja01,47.0,0.0,20.9,7.3,4.4,2.8,0.9,0.4,1.5,2.0
laravja01,19.0,0.0,19.3,6.1,2.8,1.3,0.9,0.2,0.9,2.1
dunnry01,74.0,44.0,19.1,6.9,3.6,0.8,0.6,0.5,0.5,2.2
huffja01,64.0,2.0,11.7,6.9,2.0,0.6,0.3,0.9,0.5,1.2
payneca01,72.0,5.0,15.1,6.9,1.4,2.8,0.5,0.2,0.7,1.5
reevean01,44.0,6.0,15.0,6.9,1.4,0.9,0.5,0.1,0.7,0.9
martico01,53.0,8.0,22.1,6.8,4.2,2.0,1.1,0.6,1.0,1.8
martico01,39.0,8.0,24.8,7.8,4.5,2.3,1.1,0.7,1.1,1.8
martico01,14.0,0.0,14.7,3.7,3.4,1.1,0.9,0.4,0.6,1.6
bolbo01,36.0,10.0,12.4,6.8,2.9,0.6,0.3,0.7,0.6,0.6
gordoer01,39.0,13.0,19.7,6.8,1.2,1.7,0.7,0.3,0.7,0.8
hayesja02,56.0,35.0,19.5,6.8,4.8,1.0,0.6,0.9,0.8,2.4
baglema02,10.0,4.0,25.3,6.7,7.0,1.0,0.9,1.2,0.7,1.6
jeffrda01,47.0,20.0,22.8,6.7,2.9,1.1,0.6,0.5,0.7,2.1
quinole01,13.0,0.0,14.1,6.6,1.5,1.8,0.2,0.2,1.1,1.4
quinole01,4.0,0.0,4.3,2.3,1.0,0.3,0.0,0.0,1.0,0.0
quinole01,9.0,0.0,18.4,8.6,1.7,2.6,0.3,0.2,1.1,2.0
micicva01,41.0,16.0,19.1,6.6,2.2,3.1,0.4,0.0,1.9,1.1
micicva01,36.0,16.0,21.2,7.5,2.4,3.5,0.4,0.0,2.1,1.2
micicva01,5.0,0.0,4.2,0.0,0.4,0.2,0.0,0.0,0.6,0.2
achiupr01,57.0,10.0,20.5,6.6,5.6,1.0,0.8,0.7,0.8,1.4
jackstr02,62.0,37.0,15.6,6.6,5.0,1.7,0.4,0.6,0.7,1.2
sassema01,57.0,1.0,14.2,6.6,1.2,2.3,0.6,0.1,0.9,1.3
willivi01,27.0,5.0,18.5,6.6,3.6,2.0,0.4,0.3,1.2,1.7
bryanth01,66.0,8.0,14.6,6.5,3.8,0.8,0.4,0.6,0.5,1.2
bryanth01,10.0,0.0,11.5,4.1,3.2,0.4,0.1,0.9,0.2,0.9
bryanth01,56.0,8.0,15.1,6.9,3.9,0.9,0.5,0.6,0.5,1.2
clingdo01,67.0,37.0,19.8,6.5,7.9,1.1,0.5,1.6,1.1,2.8
curryse01,68.0,14.0,15.6,6.5,1.7,0.9,0.4,0.1,0.5,0.9
highsha01,74.0,42.0,24.6,6.5,3.4,1.5,0.9,0.5,0.7,2.2
hortota01,58.0,0.0,12.5,6.5,1.7,1.4,0.4,0.2,0.7,1.0
lylestr01,69.0,5.0,19.6,6.5,4.6,1.2,0.6,0.3,0.6,1.2
mitchaj01,36.0,1.0,16.6,6.5,1.9,1.8,0.7,0.1,0.8,1.9
paytoga02,62.0,11.0,15.0,6.5,3.0,1.3,0.8,0.3,0.6,1.7
colliza01,64.0,12.0,15.3,6.4,4.5,1.7,0.5,0.5,0.9,2.1
colliza01,36.0,4.0,11.8,4.6,2.8,1.4,0.4,0.4,0.6,1.9
colliza01,28.0,8.0,19.7,8.6,6.7,2.1,0.5,0.5,1.3,2.2
dunnkr01,74.0,58.0,24.1,6.4,3.4,2.8,1.7,0.4,1.0,2.7
hollaro01,81.0,2.0,15.6,6.4,2.7,1.0,0.6,0.2,0.9,1.7
martike04,43.0,16.0,21.2,6.4,2.9,1.1,0.4,0.5,0.6,2.3
martike04,24.0,7.0,20.0,6.4,3.0,0.8,0.5,0.7,0.5,2.6
martike04,19.0,9.0,22.7,6.3,2.8,1.5,0.3,0.3,0.6,2.1
vincega01,72.0,11.0,21.2,6.4,1.3,1.4,0.7,0.2,0.6,2.1
mamuksa01,61.0,0.0,11.2,6.3,3.1,0.8,0.4,0.3,0.4,1.0
robinje02,66.0,9.0,18.8,6.3,4.8,1.3,0.6,0.1,0.8,1.2
willike04,69.0,7.0,16.4,6.3,3.5,1.4,0.6,0.1,0.6,1.6
hylanbo01,24.0,0.0,10.0,6.2,1.0,1.3,0.8,0.2,1.0,1.2
hylanbo01,20.0,0.0,11.1,7.2,1.2,1.4,0.9,0.2,1.2,1.3
hylanbo01,4.0,0.0,4.3,1.3,0.3,1.0,0.0,0.0,0.3,0.8
mogbojo01,63.0,18.0,20.4,6.2,4.9,2.3,0.9,0.5,1.1,2.2
rolliry01,56.0,19.0,14.6,6.2,1.9,1.9,0.8,0.3,0.9,1.6
smithdr01,14.0,1.0,19.1,6.2,2.6,1.6,1.5,0.4,1.2,2.1
okorois01,55.0,22.0,19.1,6.1,2.4,1.2,0.6,0.3,0.4,1.9
walkeja02,75.0,5.0,15.8,6.1,3.1,1.5,0.7,0.3,1.0,1.5
nfalyda01,4.0,0.0,12.8,6.0,5.3,0.5,0.3,1.3,0.5,2.3
gueyemo02,33.0,28.0,16.2,6.0,4.2,0.8,0.8,1.0,0.5,1.7
kornelu01,73.0,16.0,18.6,6.0,5.3,1.6,0.5,1.0,0.4,1.6
mobleis01,1.0,0.0,17.0,6.0,4.0,5.0,1.0,1.0,0.0,3.0
stewais01,72.0,4.0,19.9,6.0,5.5,1.7,0.4,1.4,0.9,2.5
wisemja01,1.0,0.0,5.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0
wongis01,20.0,0.0,13.3,6.0,1.6,1.4,0.6,0.0,0.9,1.1
swideco01,10.0,0.0,16.9,5.9,2.7,0.3,0.4,0.2,0.4,1.2
swideco01,2.0,0.0,6.5,0.0,1.0,0.5,0.0,0.0,0.0,0.5
swideco01,8.0,0.0,19.5,7.4,3.1,0.3,0.5,0.3,0.5,1.4
okekech01,9.0,3.0,21.8,5.9,5.2,1.7,0.6,0.4,0.3,0.6
okekech01,7.0,3.0,24.4,6.9,6.1,1.9,0.7,0.4,0.4,0.7
okekech01,2.0,0.0,12.5,2.5,2.0,1.0,0.0,0.5,0.0,0.0
anderky01,61.0,4.0,16.4,5.9,3.4,2.4,0.7,0.5,0.6,1.3
anderky01,36.0,3.0,15.0,5.3,3.1,2.3,0.7,0.6,0.6,1.1
anderky01,25.0,1.0,18.4,6.7,3.8,2.6,0.6,0.5,0.7,1.6
fontesi01,75.0,0.0,16.5,5.9,2.9,0.9,0.4,0.2,0.7,1.3
gilleco01,33.0,9.0,14.0,5.9,2.4,2.4,0.6,0.2,0.5,0.9
salauti01,60.0,10.0,20.7,5.9,4.7,1.2,0.5,0.2,1.0,1.4
willija07,47.0,9.0,16.7,5.9,5.6,2.6,0.5,0.6,0.7,1.7
brownmo01,13.0,2.0,9.2,5.8,3.4,0.2,0.5,0.3,0.8,1.3
brownmo01,9.0,0.0,5.1,3.2,1.4,0.0,0.2,0.1,0.7,0.7
brownmo01,4.0,2.0,18.3,11.8,7.8,0.5,1.0,0.8,1.3,2.8
bonaad01,58.0,11.0,15.6,5.8,4.2,0.5,0.4,1.2,1.1,2.2
jacksqu01,28.0,7.0,13.6,5.8,1.6,1.9,0.8,0.2,0.6,1.5
williro04,20.0,3.0,17.6,5.8,5.9,1.1,0.7,1.7,0.9,1.6
diabamo01,71.0,8.0,17.5,5.7,6.2,0.8,0.6,0.6,0.9,1.5
whiteda01,20.0,0.0,12.3,5.7,1.5,0.6,0.3,0.1,0.8,1.1
shamela01,50.0,0.0,15.2,5.7,1.2,0.5,0.5,0.0,0.4,1.0
goodwjo01,29.0,5.0,18.7,5.6,3.9,1.4,1.0,0.4,0.9,1.5
miltosh01,57.0,2.0,14.7,5.5,1.8,1.8,0.4,0.1,0.7,1.2
miltosh01,27.0,1.0,18.2,7.4,1.9,2.4,0.6,0.0,0.7,1.6
miltosh01,30.0,1.0,11.5,3.9,1.8,1.3,0.3,0.1,0.7,0.8
holidaa01,62.0,3.0,12.8,5.5,1.3,1.3,0.3,0.2,0.6,1.0
greenje02,32.0,3.0,12.4,5.4,1.8,0.6,0.2,0.1,0.3,1.0
isaacjo01,71.0,1.0,15.4,5.4,4.4,0.6,0.9,1.1,0.5,1.3
wadede01,59.0,30.0,21.2,5.4,4.2,1.3,0.7,0.3,0.4,1.7
wallake01,31.0,5.0,16.2,5.4,1.6,2.6,0.9,0.3,1.1,1.3
bufkiko01,10.0,0.0,12.4,5.3,2.1,1.7,0.3,0.2,0.8,0.9
cainja01,37.0,0.0,13.6,5.3,2.3,0.6,0.6,0.2,0.6,1.2
connapa01,41.0,1.0,14.7,5.3,2.7,1.7,0.2,0.3,0.6,1.1
loveke01,23.0,9.0,10.9,5.3,4.1,1.0,0.7,0.2,0.6,0.9
sheppbe01,63.0,9.0,19.5,5.3,2.8,1.3,0.6,0.2,0.3,2.0
morrimo01,45.0,0.0,12.7,5.2,1.5,1.6,0.4,0.1,0.5,0.5
walkeja01,60.0,1.0,12.5,5.2,3.5,0.6,0.6,0.1,0.6,1.5
greenja02,68.0,19.0,18.5,5.1,3.2,0.8,1.0,0.5,0.5,1.4
greenja02,50.0,18.0,21.8,5.8,3.6,0.9,1.1,0.6,0.6,1.5
greenja02,18.0,1.0,9.2,3.3,2.2,0.6,0.6,0.1,0.2,1.2
reeseal01,15.0,0.0,14.4,5.1,3.1,0.3,0.7,0.7,0.4,1.4
reeseal01,1.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
reeseal01,14.0,0.0,15.3,5.3,3.3,0.3,0.7,0.7,0.4,1.5
biyombi01,28.0,26.0,18.9,5.1,5.6,1.1,0.6,0.8,1.0,1.9
robinmi01,17.0,3.0,17.1,5.1,5.9,0.8,0.9,1.1,0.6,1.5
joneska01,40.0,6.0,11.7,5.0,3.1,0.6,0.4,0.6,0.5,1.3
joneska01,28.0,0.0,7.4,2.2,1.6,0.4,0.2,0.5,0.4,0.8
joneska01,12.0,6.0,21.7,11.4,6.6,1.3,0.8,0.8,0.7,2.3
simmobe01,51.0,24.0,22.0,5.0,4.7,5.6,0.7,0.5,2.0,2.1
simmobe01,33.0,24.0,25.0,6.2,5.2,6.9,0.8,0.5,2.7,2.5
simmobe01,18.0,0.0,16.4,2.9,3.8,3.1,0.7,0.4,0.8,1.4
branhma01,47.0,0.0,9.1,5.0,1.1,0.8,0.2,0.0,0.7,0.6
quetane01,62.0,6.0,13.9,5.0,3.8,0.7,0.3,0.7,0.6,1.7
willial06,1.0,0.0,4.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0
martija02,16.0,0.0,14.9,4.9,2.8,1.1,0.6,0.0,0.8,0.9
martija02,3.0,0.0,1.7,1.0,0.0,0.0,0.0,0.0,0.0,0.3
martija02,13.0,0.0,18.0,5.8,3.4,1.3,0.7,0.0,0.9,1.0
waterli01,52.0,9.0,15.0,4.9,2.1,1.0,0.5,0.2,0.4,1.2
waterli01,38.0,9.0,17.2,5.5,2.5,1.1,0.6,0.3,0.4,1.4
waterli01,14.0,0.0,8.8,3.4,1.0,0.7,0.4,0.1,0.2,0.5
queentr01,31.0,2.0,13.9,4.9,1.7,1.2,1.0,0.3,0.7,1.2
landajo01,42.0,3.0,11.9,4.8,3.3,0.9,0.3,0.2,0.5,1.2
castlco01,26.0,4.0,16.6,4.7,4.7,1.1,0.3,0.4,0.9,2.0
castlco01,10.0,0.0,4.6,1.4,0.9,0.0,0.1,0.1,0.1,0.6
castlco01,11.0,4.0,26.2,7.2,6.9,1.6,0.5,0.7,1.9,2.9
castlco01,5.0,0.0,19.6,6.0,7.4,2.0,0.2,0.2,0.2,2.6
hendrta01,3.0,3.0,25.0,4.7,5.0,0.7,1.7,1.3,0.7,2.7
roddyda01,33.0,3.0,12.4,4.6,2.5,1.1,0.4,0.3,0.7,0.6
roddyda01,27.0,3.0,12.8,4.5,2.6,1.1,0.4,0.3,0.7,0.7
roddyda01,3.0,0.0,9.7,6.0,3.0,1.0,0.7,0.0,0.3,0.3
roddyda01,3.0,0.0,11.7,4.3,1.7,0.7,0.0,0.3,0.3,0.3
eubandr01,61.0,4.0,12.2,4.6,3.7,0.9,0.2,0.6,0.7,1.0
eubandr01,37.0,4.0,15.4,5.8,4.5,1.2,0.3,0.9,0.8,1.2
eubandr01,24.0,0.0,7.4,2.7,2.4,0.4,0.1,0.3,0.4,0.7
larsspe01,55.0,8.0,14.2,4.6,1.7,1.2,0.6,0.1,0.4,1.7
phillju01,79.0,5.0,14.2,4.6,2.1,0.5,0.5,0.3,0.3,1.4
willico04,50.0,21.0,21.2,4.6,2.3,1.2,0.5,0.3,0.9,1.9
dilliro01,49.0,1.0,10.5,4.5,1.0,2.0,0.4,0.0,1.1,0.8
howarje01,60.0,0.0,11.7,4.5,1.2,0.7,0.2,0.2,0.6,1.1
looneke01,76.0,6.0,15.0,4.5,6.1,1.6,0.6,0.5,0.5,2.0
plumlma01,74.0,21.0,17.6,4.5,6.1,1.8,0.4,0.6,0.8,2.1
terryda01,73.0,5.0,13.5,4.5,1.7,1.3,0.6,0.2,0.7,1.6
baglema01,31.0,2.0,8.5,4.4,2.7,0.4,0.3,0.3,0.4,0.6
baglema01,19.0,1.0,8.7,4.9,2.9,0.4,0.4,0.3,0.6,0.6
baglema01,12.0,1.0,8.3,3.6,2.3,0.3,0.2,0.3,0.1,0.5
bassech01,36.0,1.0,10.4,4.4,4.2,0.5,0.4,0.8,0.6,1.4
bradlto01,14.0,0.0,8.1,4.4,3.0,0.4,0.1,0.6,0.4,0.8
jacksre01,31.0,1.0,12.4,4.4,1.4,1.5,0.5,0.1,0.5,1.1
sheppre01,52.0,3.0,12.6,4.4,1.5,1.4,0.7,0.3,0.7,1.0
stevela01,17.0,1.0,9.1,4.4,2.2,0.5,0.3,0.2,0.6,0.9
bambamo01,32.0,2.0,12.9,4.3,4.5,0.6,0.3,1.0,0.6,1.8
bambamo01,28.0,2.0,12.6,4.6,4.3,0.6,0.3,1.0,0.7,1.8
bambamo01,4.0,0.0,15.3,2.5,6.3,0.5,0.0,0.8,0.3,1.8
carteje01,36.0,1.0,8.9,4.3,1.1,1.1,0.4,0.1,0.3,0.4
pottemi01,38.0,10.0,18.6,4.3,4.3,0.8,0.4,0.4,0.8,1.3
shannte01,32.0,1.0,10.6,4.3,1.5,1.0,0.2,0.2,0.5,0.8
theisda01,38.0,9.0,16.3,4.3,4.3,1.6,0.5,0.5,0.7,1.8
craigto01,26.0,4.0,12.1,4.2,2.8,0.7,0.3,0.5,0.3,1.3
craigto01,9.0,1.0,12.6,6.9,2.8,0.6,0.2,0.1,0.0,1.7
craigto01,17.0,3.0,11.8,2.7,2.8,0.7,0.4,0.6,0.5,1.1
moorewe01,36.0,1.0,13.9,4.2,2.6,1.2,0.6,0.1,0.8,0.9
moorewe01,20.0,1.0,11.0,3.2,2.2,1.2,0.5,0.2,0.5,0.8
moorewe01,16.0,0.0,17.5,5.4,3.2,1.2,0.6,0.1,1.1,1.0
barlodo01,35.0,4.0,10.7,4.2,2.4,0.5,0.3,0.5,0.1,1.3
edwarke02,40.0,18.0,15.2,4.2,2.9,1.1,0.5,0.5,0.4,1.6
ighodos01,61.0,6.0,17.1,4.2,3.6,1.2,0.5,0.5,0.6,1.7
murrakr01,69.0,6.0,15.1,4.2,2.6,1.0,0.5,0.2,0.6,1.0
reathdu01,46.0,0.0,10.2,4.2,2.0,0.6,0.3,0.3,0.3,0.9
spencca01,25.0,1.0,10.1,4.2,1.2,1.4,0.4,0.0,0.2,0.9
lewisma05,28.0,1.0,11.7,4.1,2.0,0.7,0.3,0.3,0.5,1.0
lewisma05,7.0,0.0,4.1,0.6,0.3,0.3,0.1,0.0,0.3,0.1
lewisma05,21.0,1.0,14.2,5.3,2.5,0.8,0.4,0.3,0.6,1.3
clarkja02,40.0,4.0,13.1,4.1,1.3,0.7,0.9,0.1,0.2,1.5
houstca01,58.0,6.0,13.6,4.1,1.3,0.6,0.4,0.1,0.2,1.1
millejo02,37.0,0.0,11.4,4.1,1.6,0.9,0.5,0.1,0.7,0.7
pickeja02,49.0,4.0,13.6,4.1,1.4,2.2,0.4,0.1,0.5,0.8
reedpa01,45.0,0.0,9.7,4.1,2.7,1.0,0.9,0.6,0.6,1.7
santogu01,56.0,2.0,13.6,4.1,3.1,1.4,0.4,0.2,0.8,1.6
vandeja01,36.0,2.0,16.1,4.1,5.1,1.1,1.0,0.3,0.8,1.9
jonesco02,39.0,0.0,13.2,4.0,2.2,1.1,0.7,0.3,0.6,0.9
jonesco02,24.0,0.0,5.4,1.1,1.0,0.3,0.3,0.3,0.3,0.5
jonesco02,15.0,0.0,25.7,8.7,4.3,2.5,1.3,0.4,1.1,1.6
batumni01,78.0,8.0,17.5,4.0,2.8,1.1,0.7,0.5,0.4,1.4
flynnma01,4.0,0.0,11.0,4.0,1.8,1.8,0.8,0.0,1.0,1.0
harpero02,1.0,0.0,17.0,4.0,7.0,2.0,0.0,0.0,0.0,0.0
richajo01,8.0,0.0,18.8,4.0,1.5,1.5,1.0,0.1,1.0,2.1
adamsst01,58.0,3.0,13.7,3.9,5.6,1.1,0.4,0.5,0.9,1.0
lowryky01,35.0,12.0,18.8,3.9,1.9,2.7,0.9,0.3,0.6,1.8
prospol01,52.0,4.0,11.2,3.9,2.4,0.8,0.5,0.1,0.3,0.5
millspa02,29.0,0.0,11.1,3.8,0.8,0.9,0.4,0.1,0.6,0.8
millspa02,17.0,0.0,15.3,4.4,1.2,1.2,0.7,0.2,0.9,0.7
millspa02,12.0,0.0,5.1,3.1,0.1,0.4,0.1,0.0,0.1,1.0
carlsbr01,32.0,0.0,7.7,3.8,1.7,0.4,0.2,0.7,0.2,0.7
cartede02,36.0,0.0,11.0,3.8,2.1,1.1,0.6,0.1,0.5,1.1
diengou01,37.0,1.0,10.9,3.8,2.2,0.8,0.5,0.2,0.5,0.9
morrima02,15.0,2.0,11.0,3.7,1.5,1.4,0.1,0.2,0.3,1.1
morrima02,7.0,0.0,5.9,1.7,1.1,0.6,0.1,0.1,0.3,0.3
morrima02,8.0,2.0,15.5,5.5,1.9,2.1,0.1,0.3,0.4,1.8
batesem01,10.0,0.0,7.5,3.7,0.7,0.8,0.1,0.1,0.2,0.4
jordade01,56.0,5.0,12.3,3.7,5.1,0.9,0.3,0.5,0.7,1.3
portecr01,51.0,1.0,10.1,3.7,1.3,1.4,0.3,0.3,0.7,0.5
roweja01,6.0,0.0,8.7,3.7,1.8,0.7,0.7,0.0,0.2,0.7
weslebl01,58.0,0.0,11.8,3.7,1.1,2.0,0.6,0.1,0.9,0.8
thorjt01,20.0,0.0,12.5,3.6,2.4,0.3,0.4,0.5,0.5,0.9
thorjt01,9.0,0.0,4.7,3.1,0.7,0.1,0.2,0.3,0.7,0.7
thorjt01,11.0,0.0,18.8,3.9,3.8,0.5,0.5,0.5,0.3,1.0
scheiba01,31.0,2.0,12.4,3.6,2.1,1.1,0.5,0.1,0.4,0.7
tateja01,52.0,2.0,11.3,3.6,2.3,0.9,0.5,0.1,0.4,1.6
tysonja01,47.0,3.0,9.6,3.6,2.0,0.9,0.3,0.1,0.6,1.1
paytoel01,24.0,9.0,21.3,3.5,3.3,6.9,1.0,0.5,2.5,1.5
paytoel01,18.0,7.0,21.6,4.4,3.7,8.1,1.0,0.4,2.9,1.3
paytoel01,6.0,2.0,20.5,1.0,2.2,3.3,1.0,0.5,1.2,2.0
garzalu01,39.0,0.0,5.6,3.5,1.4,0.3,0.2,0.1,0.3,0.7
josepco01,50.0,16.0,12.2,3.5,1.5,1.4,0.5,0.1,0.4,1.0
mcderdo01,42.0,3.0,8.1,3.5,0.5,0.2,0.1,0.0,0.1,0.7
saricda01,16.0,4.0,13.1,3.5,3.1,1.4,0.4,0.1,0.9,1.2
bouyeja01,5.0,1.0,12.4,3.4,1.0,2.0,0.8,0.4,1.6,0.4
fernabr01,17.0,2.0,8.6,3.4,3.0,1.1,0.2,0.5,0.8,1.6
jacksan01,67.0,43.0,14.6,3.4,2.7,1.2,0.5,0.2,0.9,1.7
jonesis01,40.0,0.0,7.6,3.4,1.4,0.3,0.1,0.3,0.4,0.8
knoxke01,14.0,0.0,6.0,3.3,1.2,0.4,0.1,0.3,0.3,0.4
leeda03,25.0,0.0,5.8,3.3,0.8,0.4,0.2,0.0,0.4,0.2
willije02,20.0,0.0,7.4,3.3,0.7,0.5,0.4,0.2,0.7,0.8
harklej01,10.0,0.0,13.8,3.2,2.1,0.8,1.0,0.1,0.3,1.8
nnajize01,57.0,4.0,10.7,3.2,1.6,0.4,0.4,0.7,0.2,1.1
reddica01,33.0,8.0,17.8,3.2,2.0,0.7,1.0,0.3,0.4,1.3
wrighde01,40.0,7.0,15.9,3.1,1.7,1.9,0.9,0.3,0.6,0.6
wrighde01,26.0,2.0,15.6,2.5,1.8,1.8,0.9,0.3,0.5,0.7
wrighde01,14.0,5.0,16.4,4.3,1.4,2.1,0.9,0.2,0.6,0.6
kelleky01,11.0,2.0,11.5,3.1,3.5,0.5,0.1,0.3,0.4,1.4
kelleky01,8.0,1.0,8.4,3.0,2.6,0.3,0.0,0.3,0.1,1.0
kelleky01,3.0,1.0,19.7,3.3,6.0,1.0,0.3,0.3,1.0,2.3
harriga01,48.0,3.0,14.8,3.0,1.3,0.6,0.5,0.3,0.4,0.9
klebima01,34.0,4.0,18.7,3.0,2.8,1.3,0.3,0.5,0.7,1.9
